"id_ride","code","date_reservation","date_expiration","price_total","date_pickup","date_pickup_local","id_rider","id_driver","amount_riders","default_pickup_latitude","default_pickup_longitude","default_dropoff_latitude","default_dropoff_longitude","default_distance_p_to_d","default_duration_p_to_d"
872951,"accepted","2024-02-28 05:09:31.766727","2024-03-02 05:26:00.000000",85.87,"2024-03-04 11:26:00.000000","2024-03-04 06:26:00.000000",399505,448185,1,34.225442,-83.809075,33.751773,-84.383108,52,4740
872952,"accepted","2024-02-28 05:09:34.971287","2024-03-02 08:16:00.000000",58.04,"2024-03-04 14:16:00.000000","2024-03-04 09:16:00.000000",404346,390008,1,33.996939,-85.254025,34.179289,-84.793886,34.16,2640
872953,"accepted","2024-02-28 05:09:35.313935","2024-03-02 11:00:00.000000",56.46,"2024-03-04 17:00:00.000000","2024-03-04 12:00:00.000000",404346,390008,1,34.179289,-84.793886,34.020029,-85.252475,33.15,2460
872954,"accepted","2024-02-28 05:09:38.553199","2024-03-02 12:01:00.000000",11.55,"2024-03-04 18:01:00.000000","2024-03-04 13:01:00.000000",404346,390008,1,34.020029,-85.252475,33.996939,-85.254025,1.66,1800
872955,"accepted","2024-02-28 05:09:38.690328","2024-03-02 08:16:00.000000",58.04,"2024-03-04 14:16:00.000000","2024-03-04 09:16:00.000000",416603,390008,1,33.996939,-85.254025,34.179289,-84.793886,34.16,2640
872956,"accepted","2024-02-28 05:09:41.416305","2024-03-02 11:00:00.000000",56.46,"2024-03-04 17:00:00.000000","2024-03-04 12:00:00.000000",416603,390008,1,34.179289,-84.793886,34.020029,-85.252475,33.15,2460
872957,"accepted","2024-02-28 05:09:41.714767","2024-03-02 12:01:00.000000",11.55,"2024-03-04 18:01:00.000000","2024-03-04 13:01:00.000000",416603,390008,1,34.020029,-85.252475,33.996939,-85.254025,1.66,1800
872958,"canceled_by_rider","2024-02-28 05:09:44.298199","2024-03-02 03:13:00.000000",77.38,"2024-03-04 09:13:00.000000","2024-03-04 04:13:00.000000",404420,475301,2,33.997562,-85.069869,33.770018,-84.385875,46.56,4620
872959,"canceled_by_rider","2024-02-28 05:09:44.466052","2024-03-02 08:00:00.000000",77.32,"2024-03-04 14:00:00.000000","2024-03-04 09:00:00.000000",404420,475301,2,33.770018,-84.385875,33.997562,-85.069869,46.52,4620
872962,"accepted","2024-02-28 05:09:52.806897","2024-03-02 10:30:00.000000",62.07,"2024-03-04 16:30:00.000000","2024-03-04 11:30:00.000000",427970,477000,1,33.760764,-84.197219,34.092114,-84.531425,36.74,5760
872963,"accepted","2024-02-28 05:09:52.808873","2024-03-02 05:25:00.000000",61.97,"2024-03-04 11:25:00.000000","2024-03-04 06:25:00.000000",427970,477000,1,34.092114,-84.531425,33.760764,-84.197219,36.68,5700
872968,"accepted","2024-02-28 05:10:01.204140","2024-03-02 04:32:00.000000",26.5,"2024-03-04 10:32:00.000000","2024-03-04 05:32:00.000000",403268,470059,1,33.667961,-84.451511,33.79032,-84.304148,13.94,2880
872969,"accepted","2024-02-28 05:10:01.501970","2024-03-02 09:00:00.000000",26.46,"2024-03-04 15:00:00.000000","2024-03-04 10:00:00.000000",403268,470059,1,33.79032,-84.304148,33.667961,-84.451511,13.92,2760
872976,"accepted","2024-02-28 05:10:13.135027","2024-03-02 09:45:00.000000",24.77,"2024-03-04 15:45:00.000000","2024-03-04 10:45:00.000000",401170,473737,1,33.9125,-84.350275,33.790779,-84.25798,12.83,1800
872977,"accepted","2024-02-28 05:10:13.335498","2024-03-02 05:05:00.000000",24.78,"2024-03-04 11:05:00.000000","2024-03-04 06:05:00.000000",401170,473737,1,33.790779,-84.25798,33.9125,-84.350275,12.84,1800
873046,"canceled_by_rider","2024-02-28 05:12:14.740143","2024-03-02 08:01:07.898149",15,"2024-03-04 14:00:00.000000","2024-03-04 09:00:00.000000",424561,NULL,1,34.015237,-85.324816,34.019169,-85.252328,4.69,1800
873047,"canceled_by_rider","2024-02-28 05:12:14.842611","2024-03-02 08:01:08.590435",15,"2024-03-04 19:00:00.000000","2024-03-04 14:00:00.000000",424561,NULL,1,34.019169,-85.252328,34.015237,-85.324816,4.69,1800
873058,"accepted","2024-02-28 05:12:30.540024","2024-03-02 08:45:00.000000",29.96,"2024-03-04 14:45:00.000000","2024-03-04 09:45:00.000000",466347,474488,2,33.993483,-83.916862,33.999321,-84.168961,16.16,1800
873059,"accepted","2024-02-28 05:12:30.569772","2024-03-02 12:50:00.000000",30.01,"2024-03-04 18:50:00.000000","2024-03-04 13:50:00.000000",466347,474488,2,33.999321,-84.168961,33.993483,-83.916862,16.19,1800
873066,"accepted","2024-02-28 05:12:44.435508","2024-03-02 06:52:00.000000",32.61,"2024-03-04 12:52:00.000000","2024-03-04 07:52:00.000000",429460,477624,1,34.023699,-84.567131,33.804841,-84.634043,17.86,2280
873067,"accepted","2024-02-28 05:12:44.488025","2024-03-02 13:00:00.000000",32.63,"2024-03-04 19:00:00.000000","2024-03-04 14:00:00.000000",429460,477624,1,33.804841,-84.634043,34.023699,-84.567131,17.87,2280
873072,"canceled_by_rider","2024-02-28 05:12:51.371566","2024-03-02 09:45:06.565832",15.73,"2024-03-04 15:45:00.000000","2024-03-04 10:45:00.000000",420930,NULL,1,33.7423,-84.25146,33.70464,-84.174766,6.21,1800
873073,"canceled_by_rider","2024-02-28 05:12:53.088242","2024-03-02 09:45:07.243124",15.73,"2024-03-04 20:15:00.000000","2024-03-04 15:15:00.000000",420930,NULL,1,33.70464,-84.174766,33.7423,-84.25146,6.21,1800
873084,"accepted","2024-02-28 05:13:07.937551","2024-03-02 08:45:00.000000",18.31,"2024-03-04 14:45:00.000000","2024-03-04 09:45:00.000000",468149,475231,1,33.873005,-84.784531,33.921215,-84.853767,7.41,1800
873085,"accepted","2024-02-28 05:13:08.559269","2024-03-02 13:30:00.000000",18.41,"2024-03-04 19:30:00.000000","2024-03-04 14:30:00.000000",468149,475231,1,33.921215,-84.853767,33.873005,-84.784531,7.63,1800
873086,"accepted","2024-02-28 05:13:10.828729","2024-03-02 09:50:00.000000",22.97,"2024-03-04 15:50:00.000000","2024-03-04 10:50:00.000000",469343,475583,2,33.773905,-84.353272,33.726996,-84.516326,11.68,2400
873087,"accepted","2024-02-28 05:13:11.957768","2024-03-02 11:30:00.000000",22.92,"2024-03-04 17:30:00.000000","2024-03-04 12:30:00.000000",469343,475583,2,33.726996,-84.516326,33.773882,-84.350076,11.65,2160
873088,"canceled_by_rider","2024-02-28 05:13:16.651413","2024-03-02 08:15:32.207940",19.89,"2024-03-04 14:15:00.000000","2024-03-04 09:15:00.000000",469218,NULL,1,33.75564,-84.724578,33.85333,-84.67,9.7,1800
873089,"canceled_by_rider","2024-02-28 05:13:17.116761","2024-03-02 08:15:32.914169",19.79,"2024-03-04 18:30:00.000000","2024-03-04 13:30:00.000000",469218,NULL,1,33.85333,-84.67,33.75564,-84.724578,9.64,1800
873098,"accepted","2024-02-28 05:13:32.337738","2024-03-02 06:28:00.000000",27.83,"2024-03-04 12:28:00.000000","2024-03-04 07:28:00.000000",453437,475801,2,33.69935,-84.15808,33.842257,-84.253345,14.8,1920
873099,"accepted","2024-02-28 05:13:32.854718","2024-03-02 07:20:00.000000",27.54,"2024-03-04 13:20:00.000000","2024-03-04 08:20:00.000000",453437,475801,2,33.842257,-84.253345,33.69935,-84.15808,14.61,2220
873100,"accepted","2024-02-28 05:13:35.193096","2024-03-02 14:00:00.000000",27.83,"2024-03-04 20:00:00.000000","2024-03-04 15:00:00.000000",453437,475801,2,33.69935,-84.15808,33.842257,-84.253345,14.8,1920
873101,"accepted","2024-02-28 05:13:36.147059","2024-03-02 15:00:00.000000",27.54,"2024-03-04 21:00:00.000000","2024-03-04 16:00:00.000000",453437,475801,2,33.842257,-84.253345,33.69935,-84.15808,14.61,2220
873138,"accepted","2024-02-28 05:14:23.024350","2024-03-02 09:30:00.000000",26.46,"2024-03-04 15:30:00.000000","2024-03-04 10:30:00.000000",409706,421974,1,33.61689,-84.608989,33.659779,-84.415031,13.92,1800
873139,"accepted","2024-02-28 05:14:23.155405","2024-03-02 15:00:00.000000",26.29,"2024-03-04 21:00:00.000000","2024-03-04 16:00:00.000000",409706,421974,1,33.659779,-84.415031,33.61689,-84.608989,13.81,1800
873148,"accepted","2024-02-28 05:14:35.467489","2024-03-02 13:00:00.000000",40.02,"2024-03-04 19:00:00.000000","2024-03-04 14:00:00.000000",438925,474489,1,33.963706,-84.034112,34.019699,-83.68692,22.61,2220
873149,"accepted","2024-02-28 05:14:35.468028","2024-03-02 07:25:00.000000",39.99,"2024-03-04 13:25:00.000000","2024-03-04 08:25:00.000000",438925,474489,1,34.019699,-83.68692,33.963706,-84.034112,22.59,2100
873150,"canceled_by_rider","2024-02-28 05:14:38.604131","2024-03-02 09:50:30.929497",43.59,"2024-03-04 15:50:00.000000","2024-03-04 10:50:00.000000",449112,NULL,1,34.276548,-83.883564,33.975941,-83.740784,24.9,2400
873151,"canceled_by_rider","2024-02-28 05:14:38.720866","2024-03-02 09:50:31.654645",43.56,"2024-03-04 19:45:00.000000","2024-03-04 14:45:00.000000",449112,NULL,1,33.975941,-83.740784,34.276548,-83.883564,24.88,2400
873152,"canceled_by_rider","2024-02-28 05:14:42.338971","2024-03-02 07:30:15.904048",12.65,"2024-03-04 13:30:00.000000","2024-03-04 08:30:00.000000",475404,477511,1,33.573678,-84.463485,33.613316,-84.447556,3.95,1800
873153,"canceled_by_rider","2024-02-28 05:14:42.622952","2024-03-02 07:30:16.579648",12.67,"2024-03-04 19:00:00.000000","2024-03-04 14:00:00.000000",475404,NULL,1,33.613316,-84.447556,33.573678,-84.463485,3.99,1800
873176,"canceled_by_rider","2024-02-28 05:15:12.555797","2024-03-02 08:30:00.000000",29.12,"2024-03-04 14:30:00.000000","2024-03-04 09:30:00.000000",390337,NULL,1,33.616882,-84.608986,33.451633,-84.481585,15.62,1800
873177,"canceled_by_rider","2024-02-28 05:15:12.978548","2024-03-02 12:45:00.000000",29.31,"2024-03-04 18:45:00.000000","2024-03-04 13:45:00.000000",390337,NULL,1,33.451633,-84.481585,33.616882,-84.608986,15.74,1800
873184,"accepted","2024-02-28 05:15:21.537040","2024-03-02 10:20:00.000000",27.33,"2024-03-04 16:20:00.000000","2024-03-04 11:20:00.000000",408962,475658,1,33.69608,-84.178306,33.549129,-84.273038,14.47,1800
873185,"accepted","2024-02-28 05:15:23.620759","2024-03-02 14:50:00.000000",27.3,"2024-03-04 20:50:00.000000","2024-03-04 15:50:00.000000",408962,475658,1,33.549129,-84.273038,33.69608,-84.178306,14.45,1920
873190,"accepted","2024-02-28 05:15:31.349478","2024-03-02 07:29:00.000000",18.85,"2024-03-04 13:29:00.000000","2024-03-04 08:29:00.000000",476885,409713,1,33.689636,-84.290306,33.750267,-84.395638,8.55,1860
873191,"accepted","2024-02-28 05:15:33.581555","2024-03-02 13:00:00.000000",18.89,"2024-03-04 19:00:00.000000","2024-03-04 14:00:00.000000",476885,409713,1,33.750267,-84.395638,33.689636,-84.290306,8.63,2040
873195,"canceled_by_rider","2024-02-28 05:15:40.356042","2024-03-02 07:58:00.000000",22.34,"2024-03-04 13:58:00.000000","2024-03-04 08:58:00.000000",429910,NULL,1,34.04493,-84.168961,33.914799,-84.207291,11.28,1920
873197,"canceled_by_rider","2024-02-28 05:15:43.035316","2024-03-02 08:01:17.383210",22.78,"2024-03-04 14:00:00.000000","2024-03-04 09:00:00.000000",462380,477580,1,34.048574,-84.190533,33.914799,-84.207291,11.56,1800
873198,"canceled_by_rider","2024-02-28 05:15:44.273871","2024-03-02 13:00:00.000000",22.24,"2024-03-04 19:00:00.000000","2024-03-04 14:00:00.000000",429910,NULL,1,33.914799,-84.207291,34.04493,-84.168961,11.21,1800
873199,"canceled_by_rider","2024-02-28 05:15:46.150904","2024-03-02 08:01:18.024898",22.69,"2024-03-04 19:00:00.000000","2024-03-04 14:00:00.000000",462380,NULL,1,33.914799,-84.207291,34.048574,-84.190533,11.5,1800
873207,"canceled_by_rider","2024-02-28 05:15:59.917680","2024-03-02 07:22:16.658895",31.99,"2024-03-04 13:21:00.000000","2024-03-04 08:21:00.000000",403666,475078,1,33.771915,-84.302406,33.613316,-84.447556,17.46,2340
873209,"canceled_by_rider","2024-02-28 05:16:03.678945","2024-03-02 07:22:17.336690",31.6,"2024-03-04 19:00:00.000000","2024-03-04 14:00:00.000000",403666,NULL,1,33.613316,-84.447556,33.771915,-84.302406,17.21,2220
873211,"accepted","2024-02-28 05:16:06.479450","2024-03-02 09:01:00.000000",88.71,"2024-03-04 15:01:00.000000","2024-03-04 10:01:00.000000",477010,451983,1,33.678632,-85.24601,33.968249,-84.550262,53.82,4440
873213,"canceled_by_rider","2024-02-28 05:16:10.485334","2024-03-02 08:39:54.569342",32.09,"2024-03-04 14:39:00.000000","2024-03-04 09:39:00.000000",398307,NULL,1,33.780442,-84.476565,33.571719,-84.407561,17.53,3060
873214,"accepted","2024-02-28 05:16:10.899095","2024-03-02 12:15:00.000000",88.2,"2024-03-04 18:15:00.000000","2024-03-04 13:15:00.000000",477010,451983,1,33.968249,-84.550262,33.678632,-85.24601,53.49,4380
873215,"canceled_by_rider","2024-02-28 05:16:13.756418","2024-03-02 08:39:55.567912",32.5,"2024-03-04 17:30:00.000000","2024-03-04 12:30:00.000000",398307,NULL,1,33.571719,-84.407561,33.780442,-84.476565,17.79,3240
873216,"canceled_by_support","2024-02-28 05:16:14.201499","2024-03-02 08:16:00.000000",29.78,"2024-03-04 14:16:00.000000","2024-03-04 09:16:00.000000",421063,448138,1,33.704744,-84.166801,33.883816,-84.244118,16.05,2640
873217,"canceled_by_support","2024-02-28 05:16:19.279700","2024-03-02 14:00:00.000000",29.64,"2024-03-04 20:00:00.000000","2024-03-04 15:00:00.000000",421063,448138,1,33.883816,-84.244118,33.704744,-84.166801,15.95,2520
873218,"accepted","2024-02-28 05:16:19.525749","2024-03-02 08:28:00.000000",45.35,"2024-03-04 14:28:00.000000","2024-03-04 09:28:00.000000",450902,477509,2,34.568208,-83.536073,34.302673,-83.815491,26.03,1920
873219,"accepted","2024-02-28 05:16:24.013972","2024-03-02 11:00:00.000000",45.74,"2024-03-04 17:00:00.000000","2024-03-04 12:00:00.000000",450902,477509,2,34.302673,-83.815491,34.568208,-83.536073,26.28,1920
873220,"canceled_by_rider","2024-02-28 05:16:24.374764","2024-03-02 09:24:45.025258",29.31,"2024-03-04 15:24:00.000000","2024-03-04 10:24:00.000000",463320,NULL,1,33.72055,-84.767288,33.85872,-84.60289,15.74,2160
873221,"canceled_by_rider","2024-02-28 05:16:29.239771","2024-03-02 09:24:45.731070",29.28,"2024-03-04 18:00:00.000000","2024-03-04 13:00:00.000000",463320,NULL,1,33.85872,-84.60289,33.72055,-84.767288,15.72,2160
873222,"canceled_by_rider","2024-02-28 05:16:29.845393","2024-03-02 04:39:59.331176",93.76,"2024-03-04 10:38:00.000000","2024-03-04 05:38:00.000000",460063,NULL,1,33.913488,-84.837366,33.828251,-84.337906,33.12,4920
873224,"canceled_by_rider","2024-02-28 05:16:32.761712","2024-03-02 04:40:00.456379",93.65,"2024-03-04 14:00:00.000000","2024-03-04 09:00:00.000000",460063,NULL,1,33.828251,-84.337906,33.913488,-84.837366,33.08,4920
873225,"accepted","2024-02-28 05:16:33.629769","2024-03-02 09:55:00.000000",29.7,"2024-03-04 15:55:00.000000","2024-03-04 10:55:00.000000",467334,476991,2,33.935581,-84.122063,33.792976,-84.277847,15.99,1800
873227,"canceled_by_rider","2024-02-28 05:16:36.250359","2024-03-02 08:18:10.309609",31.43,"2024-03-04 14:18:00.000000","2024-03-04 09:18:00.000000",476439,NULL,1,33.749213,-84.500841,33.57659,-84.39423,17.1,2520
873228,"accepted","2024-02-28 05:16:37.098858","2024-03-02 12:25:00.000000",30.07,"2024-03-04 18:25:00.000000","2024-03-04 13:25:00.000000",467334,476991,2,33.792976,-84.277847,33.935581,-84.122063,16.23,1920
873229,"canceled_by_rider","2024-02-28 05:16:39.724219","2024-03-02 08:18:11.321015",31.33,"2024-03-04 19:30:00.000000","2024-03-04 14:30:00.000000",476439,NULL,1,33.57659,-84.39423,33.749213,-84.500841,17.04,2460
873230,"accepted","2024-02-28 05:16:40.054137","2024-03-02 08:30:00.000000",29.06,"2024-03-04 14:30:00.000000","2024-03-04 09:30:00.000000",476518,468294,1,34.455215,-83.88572,34.279423,-83.855789,15.58,1800
873232,"accepted","2024-02-28 05:16:43.837357","2024-03-02 10:00:00.000000",29.07,"2024-03-04 16:00:00.000000","2024-03-04 11:00:00.000000",476518,468294,1,34.279423,-83.855789,34.455215,-83.88572,15.59,1800
873234,"accepted","2024-02-28 05:16:47.957565","2024-03-02 05:48:00.000000",31.96,"2024-03-04 11:48:00.000000","2024-03-04 06:48:00.000000",409643,470059,2,33.648665,-84.494311,33.831171,-84.33357,17.44,3120
873235,"accepted","2024-02-28 05:16:48.583826","2024-03-02 08:40:00.000000",32.14,"2024-03-04 14:40:00.000000","2024-03-04 09:40:00.000000",409643,470059,2,33.831171,-84.33357,33.648665,-84.494311,17.56,3000
873238,"accepted","2024-02-28 05:16:54.735111","2024-03-02 09:07:00.000000",31.5,"2024-03-04 15:07:00.000000","2024-03-04 10:07:00.000000",416006,431942,1,33.673752,-84.284968,33.48295,-84.205764,17.15,1980
873239,"accepted","2024-02-28 05:16:56.116702","2024-03-02 11:40:00.000000",29.74,"2024-03-04 17:40:00.000000","2024-03-04 12:40:00.000000",416006,431942,1,33.48295,-84.205764,33.673752,-84.284968,16.02,1920
873243,"accepted","2024-02-28 11:48:47.798913","2024-03-03 23:53:32.218330",61.74,"2024-03-04 19:02:00.000000","2024-03-04 14:02:00.000000",447615,443368,1,33.58087,-84.54832,33.810153,-84.394168,21.17,3480
873244,"accepted","2024-02-28 11:48:47.807324","2024-03-02 17:33:25.680310",61.6,"2024-03-04 22:00:00.000000","2024-03-04 17:00:00.000000",447615,443368,1,33.810153,-84.394168,33.58087,-84.54832,21.12,3480
873245,"canceled_by_rider","2024-02-28 12:53:52.313505","2024-02-28 13:54:10.559971",28.71,"2024-02-29 15:30:00.000000","2024-02-29 10:30:00.000000",409748,NULL,1,33.938611,-83.98486,34.086597,-83.864383,15.36,2040
873246,"canceled_by_rider","2024-02-28 12:53:56.930294","2024-02-28 13:54:12.128419",28.71,"2024-02-29 12:53:00.000000","2024-02-29 07:53:00.000000",409748,NULL,1,34.086597,-83.864383,33.938611,-83.98486,15.36,2220
873247,"canceled_by_rider","2024-02-28 12:59:30.050892","2024-02-28 14:00:51.837959",28.24,"2024-02-29 15:30:00.000000","2024-02-29 10:30:00.000000",398949,NULL,2,33.886861,-84.309735,33.692951,-84.262558,15.06,2220
873248,"canceled_by_rider","2024-02-28 12:59:30.053594","2024-02-28 14:00:53.108611",28.31,"2024-02-29 12:54:00.000000","2024-02-29 07:54:00.000000",398949,NULL,2,33.692951,-84.262558,33.886861,-84.309735,15.1,2160
873249,"canceled_by_rider","2024-02-28 13:04:59.983496","2024-03-02 07:30:08.558757",28.26,"2024-03-04 13:30:00.000000","2024-03-04 08:30:00.000000",473827,NULL,2,34.94976,-85.312334,35.127814,-85.247269,15.07,1800
873250,"canceled_by_rider","2024-02-28 13:05:03.314487","2024-03-02 07:30:11.008830",27.28,"2024-03-04 16:00:00.000000","2024-03-04 11:00:00.000000",473827,NULL,2,35.127814,-85.247269,34.94976,-85.312334,14.44,1800
873251,"canceled_by_rider","2024-02-28 13:05:07.569016","2024-02-28 14:06:10.200323",28.61,"2024-02-29 13:30:00.000000","2024-02-29 08:30:00.000000",467167,NULL,1,34.249551,-84.080007,34.072644,-84.170113,15.3,1800
873252,"canceled_by_rider","2024-02-28 13:05:10.133807","2024-02-28 14:06:11.462835",29.25,"2024-02-29 19:00:00.000000","2024-02-29 14:00:00.000000",467167,NULL,1,34.072644,-84.170113,34.249551,-84.080007,15.7,1800
873253,"canceled_by_rider","2024-02-28 13:05:12.310401","2024-03-03 13:11:45.363784",28.48,"2024-03-04 13:11:00.000000","2024-03-04 08:11:00.000000",412390,475658,1,33.681834,-84.26077,33.804586,-84.414268,15.21,2940
873254,"canceled_by_rider","2024-02-28 13:05:14.723721","2024-03-03 13:11:46.563919",28.45,"2024-03-04 16:00:00.000000","2024-03-04 11:00:00.000000",412390,NULL,1,33.804586,-84.414268,33.681834,-84.26077,15.19,2880
873255,"canceled_by_rider","2024-02-28 13:05:16.889096","2024-02-28 14:06:11.671546",28.38,"2024-02-29 18:25:00.000000","2024-02-29 13:25:00.000000",402668,NULL,1,33.76314,-84.45079,33.941056,-84.511992,15.15,2100
873256,"canceled_by_rider","2024-02-28 13:05:19.039995","2024-02-28 14:06:12.399224",28.41,"2024-02-29 21:00:00.000000","2024-02-29 16:00:00.000000",402668,NULL,1,33.941056,-84.511992,33.76314,-84.45079,15.17,2160
873257,"canceled_by_rider","2024-02-28 13:05:24.234325","2024-02-29 18:27:00.000000",28.35,"2024-03-01 18:27:00.000000","2024-03-01 13:27:00.000000",475166,475136,2,33.79248,-84.08774,33.79362,-84.31953,15.13,1980
873258,"canceled_by_rider","2024-02-28 13:05:26.170941","2024-02-29 20:00:00.000000",28.38,"2024-03-01 20:00:00.000000","2024-03-01 15:00:00.000000",475166,475136,2,33.79362,-84.31953,33.79248,-84.08774,15.15,2040
873259,"canceled_by_rider","2024-02-28 13:05:27.931133","2024-02-29 13:45:11.000211",28.38,"2024-03-01 13:45:00.000000","2024-03-01 08:45:00.000000",474288,NULL,2,33.752004,-84.472704,33.821095,-84.263222,15.15,2700
873260,"canceled_by_rider","2024-02-28 13:05:32.243900","2024-02-29 13:45:11.901341",28.04,"2024-03-01 16:30:00.000000","2024-03-01 11:30:00.000000",474288,NULL,2,33.821095,-84.263222,33.752004,-84.472704,14.93,2520
873261,"canceled_by_rider","2024-02-28 13:05:35.975135","2024-02-28 14:06:12.985981",28.29,"2024-02-29 14:14:00.000000","2024-02-29 09:14:00.000000",477440,NULL,2,33.752934,-84.489311,33.774516,-84.249919,15.09,2760
873262,"canceled_by_rider","2024-02-28 13:05:38.644979","2024-02-28 14:06:15.347232",28.32,"2024-02-29 17:00:00.000000","2024-02-29 12:00:00.000000",477440,NULL,2,33.774516,-84.249919,33.752934,-84.489311,15.11,2700
873263,"canceled_by_rider","2024-02-28 13:05:40.573674","2024-02-28 14:06:15.693258",28.26,"2024-02-29 15:44:00.000000","2024-02-29 10:44:00.000000",467355,NULL,2,33.68448,-84.423846,33.880184,-84.380127,15.07,2760
873264,"canceled_by_rider","2024-02-28 13:05:45.661815","2024-02-28 14:06:17.266276",28.12,"2024-02-29 18:30:00.000000","2024-02-29 13:30:00.000000",467355,NULL,2,33.880184,-84.380127,33.68448,-84.423846,14.98,2700
873265,"canceled_by_rider","2024-02-28 13:05:45.775502","2024-02-28 14:06:17.332073",28.71,"2024-02-29 14:45:00.000000","2024-02-29 09:45:00.000000",425438,NULL,1,33.835417,-84.386012,33.68748,-84.255305,15.36,2700
873266,"canceled_by_rider","2024-02-28 13:05:50.864861","2024-02-28 14:06:18.607571",28.73,"2024-02-29 17:53:00.000000","2024-02-29 12:53:00.000000",428734,NULL,1,33.76405,-84.51085,33.811419,-84.309041,15.37,2220
873267,"canceled_by_rider","2024-02-28 13:05:51.759990","2024-02-28 14:06:19.850823",29,"2024-02-29 17:30:00.000000","2024-02-29 12:30:00.000000",425438,NULL,1,33.68748,-84.255305,33.835417,-84.386012,15.55,2640
873268,"canceled_by_rider","2024-02-28 13:05:56.409729","2024-02-28 14:06:19.260800",28.48,"2024-02-29 20:30:00.000000","2024-02-29 15:30:00.000000",428734,NULL,1,33.811419,-84.309041,33.76405,-84.51085,15.21,2640
873269,"canceled_by_rider","2024-02-28 13:05:57.232461","2024-02-28 14:06:19.916166",29.46,"2024-02-29 18:31:00.000000","2024-02-29 13:31:00.000000",416602,NULL,1,33.913345,-84.126297,33.792638,-84.320916,15.84,2040
873270,"canceled_by_rider","2024-02-28 13:06:03.134810","2024-02-28 14:06:20.525688",29.06,"2024-02-29 21:05:00.000000","2024-02-29 16:05:00.000000",416602,NULL,1,33.792638,-84.320916,33.904313,-84.115448,15.58,1980
873271,"canceled_by_rider","2024-02-28 13:06:05.119460","2024-02-28 14:06:21.096106",11.58,"2024-02-29 22:08:00.000000","2024-02-29 17:08:00.000000",416602,NULL,1,33.904313,-84.115448,33.913345,-84.126297,1.72,1800
873272,"canceled_by_rider","2024-02-28 13:06:10.127947","2024-02-28 14:09:08.694648",28.58,"2024-02-29 19:00:00.000000","2024-02-29 14:00:00.000000",467802,NULL,1,33.751931,-84.383125,33.606112,-84.525303,15.28,2160
873273,"canceled_by_rider","2024-02-28 13:06:12.416352","2024-02-28 14:09:09.952983",28.47,"2024-02-29 16:25:00.000000","2024-02-29 11:25:00.000000",467802,NULL,1,33.606112,-84.525303,33.751931,-84.383125,15.2,2100
873274,"canceled_by_rider","2024-02-28 13:33:53.114932","2024-02-28 14:34:18.522442",11.72,"2024-02-29 13:30:00.000000","2024-02-29 08:30:00.000000",457552,NULL,1,33.822137,-84.490502,33.842901,-84.489933,2.02,1800
873275,"canceled_by_rider","2024-02-28 13:33:53.118633","2024-02-28 14:34:21.409643",14.95,"2024-02-29 16:00:00.000000","2024-02-29 11:00:00.000000",457552,NULL,1,33.842901,-84.489933,33.805237,-84.524498,4.58,1800
873276,"canceled_by_rider","2024-02-28 13:33:57.118790","2024-02-28 14:34:21.473082",12.41,"2024-02-29 17:00:00.000000","2024-02-29 12:00:00.000000",457552,NULL,1,33.805237,-84.524498,33.822137,-84.490502,3.45,1800
873277,"accepted","2024-02-28 13:34:03.953655","2024-03-04 12:15:00.000000",31.66,"2024-03-06 18:15:00.000000","2024-03-06 13:15:00.000000",395185,461466,2,33.399708,-84.591225,33.61689,-84.608989,17.25,1860
873278,"accepted","2024-02-28 13:34:08.510908","2024-03-04 09:45:00.000000",31.72,"2024-03-06 15:45:00.000000","2024-03-06 10:45:00.000000",395185,461466,2,33.61689,-84.608989,33.399708,-84.591225,17.29,1800
873279,"canceled_by_rider","2024-02-28 13:34:08.950294","2024-03-03 08:21:22.377205",31.7,"2024-03-05 14:21:00.000000","2024-03-05 09:21:00.000000",424652,NULL,1,33.66378,-84.41642,33.784553,-84.615278,17.28,2340
873280,"canceled_by_rider","2024-02-28 13:34:11.394347","2024-03-03 08:21:23.052035",30.87,"2024-03-05 17:00:00.000000","2024-03-05 12:00:00.000000",424652,NULL,1,33.784553,-84.615278,33.66378,-84.41642,16.74,2280
873281,"dropped_off","2024-02-28 13:34:12.236224","2024-02-29 17:50:00.000000",31.85,"2024-03-01 17:50:00.000000","2024-03-01 12:50:00.000000",402749,469646,1,33.70877,-84.13865,33.845947,-84.314011,17.37,2400
873282,"canceled_by_rider","2024-02-28 13:34:15.193033","2024-02-29 20:30:00.000000",31.92,"2024-03-01 20:30:00.000000","2024-03-01 15:30:00.000000",402749,469646,1,33.845947,-84.314011,33.70877,-84.13865,17.42,2460
873283,"accepted","2024-02-28 13:34:16.183172","2024-03-04 12:02:00.000000",61.74,"2024-03-06 18:02:00.000000","2024-03-06 13:02:00.000000",447615,443368,1,33.58087,-84.54832,33.810153,-84.394168,21.17,3480
873284,"accepted","2024-02-28 13:34:18.696288","2024-03-04 15:00:00.000000",61.6,"2024-03-06 21:00:00.000000","2024-03-06 16:00:00.000000",447615,443368,1,33.810153,-84.394168,33.58087,-84.54832,21.12,3480
873285,"canceled_by_rider","2024-02-28 13:38:32.577512","2024-03-02 11:11:05.686571",31.6,"2024-03-04 17:10:00.000000","2024-03-04 12:10:00.000000",476412,NULL,1,33.723841,-84.461696,33.909949,-84.352347,17.21,3000
